-3.366176223754882812e+01 -6.347478389739990234e+00
-3.323038482666015625e+01 1.526272106170654297e+01
-1.346177768707275391e+01 1.332696342468261719e+01
4.821122741699218750e+01 1.023596954345703125e+01
9.494898796081542969e+00 2.135530948638916016e+00
2.804627037048339844e+01 3.593679046630859375e+01
3.111950874328613281e+01 -3.504775619506835938e+01
-1.947182273864746094e+01 -4.273340225219726562e+01
3.584539794921875000e+01 -3.413444900512695312e+01
1.022451591491699219e+01 3.153299522399902344e+01
-2.953490447998046875e+01 -3.574433898925781250e+01
-2.210517120361328125e+01 8.563751220703125000e+00
-2.570587730407714844e+01 -2.356962394714355469e+01
-1.336835670471191406e+01 4.261294937133789062e+01
4.172354507446289062e+01 -3.746635818481445312e+01
3.021328163146972656e+01 -1.685487556457519531e+01
2.624068450927734375e+01 2.916886329650878906e+01
8.510899543762207031e+00 -4.685597610473632812e+01
-7.578547596931457520e-01 3.788808441162109375e+01
2.212231445312500000e+01 -9.200931787490844727e-01
-1.383316135406494141e+01 1.144575405120849609e+01
-3.678807449340820312e+01 1.142088031768798828e+01
1.897636413574218750e+01 2.517160654067993164e+00
4.814443206787109375e+01 1.047671222686767578e+01
3.403615951538085938e+01 1.002341508865356445e+00
3.971176147460937500e+01 1.688562011718750000e+01
6.939017295837402344e+00 1.657829284667968750e+01
-2.394703483581542969e+01 -3.681692123413085938e+01
3.167952346801757812e+01 -6.065421700477600098e-01
3.533848571777343750e+01 -5.246766567230224609e+00
-2.273392868041992188e+01 -1.795487022399902344e+01
1.023050880432128906e+01 -4.940515136718750000e+01
2.775415778160095215e-01 4.533398056030273438e+01
2.340906143188476562e+01 -1.058986902236938477e+00
-2.478352737426757812e+01 1.899336051940917969e+01
-2.644765853881835938e+01 6.925389766693115234e+00
-5.392679691314697266e+00 3.328211975097656250e+01
-2.684110832214355469e+01 1.742970657348632812e+01
8.661630630493164062e+00 -1.252201843261718750e+01
-1.147504711151123047e+01 3.993020629882812500e+01
4.480302810668945312e+01 -2.147723770141601562e+01
1.778653711080551147e-01 -4.489300918579101562e+01
1.468804168701171875e+01 -1.374101924896240234e+01
1.883577346801757812e+01 -2.653810739517211914e+00
-1.588059043884277344e+01 -2.512764930725097656e+01
8.476983070373535156e+00 1.451910257339477539e+00
-3.393243625760078430e-02 -3.157340812683105469e+01
-2.351309394836425781e+01 -4.033016264438629150e-01
-1.334700012207031250e+01 -2.600931358337402344e+01
-2.083976173400878906e+01 -3.870491790771484375e+01
-3.470153808593750000e+01 -3.298433303833007812e+01
-4.359475708007812500e+01 2.090393066406250000e+01
1.661533927917480469e+01 -2.712849807739257812e+01
1.493991565704345703e+01 2.047678375244140625e+01
8.674323081970214844e+00 -2.033475935459136963e-01
6.813632488250732422e+00 -3.826307296752929688e+01
-4.523291397094726562e+01 2.620295143127441406e+01
1.939539146423339844e+01 3.516748189926147461e+00
-6.380648612976074219e+00 1.065984153747558594e+01
5.052912902832031250e+01 9.610534667968750000e+00
-1.692239379882812500e+01 1.471392440795898438e+01
1.501747035980224609e+01 2.764320564270019531e+01
-8.431173324584960938e+00 3.387903976440429688e+01
-3.684298706054687500e+01 1.587108612060546875e+01
-8.141990661621093750e+00 2.266194534301757812e+01
-2.144120216369628906e+01 8.003941535949707031e+00
-8.229108810424804688e+00 3.731904220581054688e+01
5.305119323730468750e+01 -6.793997287750244141e+00
-5.064726638793945312e+01 2.477276992797851562e+01
-2.818018913269042969e+01 2.764557456970214844e+01
3.242267608642578125e+01 2.824566364288330078e+00
3.153140449523925781e+01 -1.661932182312011719e+01
5.286966705322265625e+01 -2.040732383728027344e+01
-8.898471832275390625e+00 3.936546707153320312e+01
-2.013003349304199219e+01 -2.749121284484863281e+01
-2.826226234436035156e+01 2.079067230224609375e+01
3.322502517700195312e+01 1.192860221862792969e+01
4.881694793701171875e+01 1.817947983741760254e+00
4.236995315551757812e+01 1.967463850975036621e+00
3.142455673217773438e+01 -1.572503948211669922e+01
-3.288037872314453125e+01 3.038009643554687500e+01
-2.863641166687011719e+01 2.062067031860351562e+01
2.356678199768066406e+01 3.103362274169921875e+01
-1.232067584991455078e+01 4.226656723022460938e+01
1.591435623168945312e+01 -1.791332817077636719e+01
1.056912779808044434e+00 -4.662199020385742188e+01
-2.601834106445312500e+01 -1.995735168457031250e+01
1.758651924133300781e+01 6.599822044372558594e+00
-4.334897613525390625e+01 2.839761161804199219e+01
6.901608467102050781e+00 3.174434280395507812e+01
-1.287376689910888672e+01 4.251488876342773438e+01
3.230981826782226562e+01 -1.976004409790039062e+01
-3.085020303726196289e+00 1.350309753417968750e+01
-1.034433269500732422e+01 4.118902206420898438e+01
6.193538188934326172e+00 -4.037125396728515625e+01
-2.760629081726074219e+01 2.268275070190429688e+01
2.138606643676757812e+01 -1.427276802062988281e+01
8.509759902954101562e+00 -4.206641006469726562e+01
